id,product_id,status,employee_id,company_cost,description,processing_started,processing_finished
89aa8609-7104-4c04-99bb-2fb6ca22162a,2bd00252-661c-4a2d-a9de-ba6c5547f2b8,Canceled,32ff8449-f41e-49fb-ab19-cc54c541e791,253.36,Niedziela tańczyć czas element.,2014-08-26 00:00:00,
b198342f-842e-4c73-a6de-653b8fbe0e60,245fb2fb-38cc-4878-b41a-ec53a8bf953d,In Progress,2898403b-caac-4ca7-b6a8-1a1345a4bff0,3451.69,Szczyt wesoły dziedzina ruch dać się zwykle spadek.,2005-08-04 00:00:00,
443d466b-78b7-414d-b095-ee109c7e7ad8,c6cad0cb-e448-4863-bb90-d4a858e9b62b,Completed,4f1adab5-99a1-42c1-9672-23d90719ab22,2544.05,Oddech cały 0 angielski z krwi i kości podróżować żeński ojciec.,2008-08-24 00:00:00,2008-09-23 00:00:00
311044ec-554f-41a3-8da0-ae3854565f6c,40d3e82c-cd21-46d3-9569-ba6d0e1f58ff,Pending,440eaca0-b3f3-46ac-8617-9705d3ffa6d5,3491.75,Epoka ci powód pytanie tradycja kilometr.,2007-09-14 00:00:00,
41e7e7d8-4b35-42b3-b733-ba74b160e979,2366ff43-cca8-4fed-8bae-07dd4739f7a1,Completed,adba0209-70f7-4a84-a1ba-5777332462b1,2525.42,Jakiś Litwa niech św..,2014-09-22 00:00:00,2014-10-22 00:00:00
9ff2a945-9589-46ce-82f9-ca22b1f5d298,c5c2defc-08e4-46a7-b0cf-696b6f99498f,Canceled,a5e3186e-bb47-4e7c-9bc7-1e9641fa3f70,1016.51,Gęsty zawsze polegać polegać restauracja właściwy kwiecień przecież.,2011-05-24 00:00:00,
eca0235d-9f98-44f6-b33f-d654c66b578e,e4c763a5-f10a-493b-881e-8ccb4abd623b,In Progress,8fc3efab-ef7c-414b-920a-2a2ea4aeb571,2925.1,Róg zwrot dziecięcy lód utrzymywać powstanie.,2005-03-01 00:00:00,
89e4be1e-331f-4c5b-a9b4-1a6667128804,95562643-6bd1-4b5f-a336-543fe0256d82,Completed,8f9f76f1-cd5f-409c-b041-34bd85cb91c2,3291.08,Zamieszkiwać odległość seksualny Japonia przygotowywać lęk.,2018-07-11 00:00:00,2018-08-03 00:00:00
960f9e62-f9f6-4acb-9525-ea505e133d5d,d3d2deec-78e4-4770-a1e3-c00bd3adbbf1,Canceled,8c79afb8-db50-4535-9e94-f48490869239,4365.17,Znaleźć odnosić się całkowicie USA hodować policja japoński.,2008-01-28 00:00:00,
35d2e658-4208-443e-82d3-1cf5b0d739ba,e4c763a5-f10a-493b-881e-8ccb4abd623b,Pending,c572fec7-9501-44a7-9951-9dab61b0185b,4273.17,Karta jej bo Kraków ciotka.,2011-02-13 00:00:00,
04d5caf8-95ac-4051-8062-8a7cb6b78711,e2043ff2-10af-4650-8abf-4f7357003828,Completed,8fc3efab-ef7c-414b-920a-2a2ea4aeb571,2058.66,Z Krwi I Kości dach gaz gra sprzedawać.,2023-09-19 00:00:00,2023-09-28 00:00:00
6e85f97c-6279-4d26-a76a-63e2f5c242d4,77e8306e-378e-4af2-a054-e59b4ed6fdc1,Canceled,d64ff1a8-0ef8-4895-9a08-2ffb1290bfb4,3266.49,Królewski dziewięć rosnąć graniczyć.,2001-11-24 00:00:00,
41dcb704-a0e9-4709-a501-726591d220a9,245fb2fb-38cc-4878-b41a-ec53a8bf953d,Canceled,ae50361a-dc87-49e9-9c88-36e26f638827,2254.8,Od cierpienie ciepły chłopak strumień pierwszy przedstawienie.,2011-05-01 00:00:00,
e5fe1725-c634-476c-afc5-b2906807c63c,ab9cfce4-599a-4573-8e85-a9208e2e4407,Canceled,efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,3356.35,Głupek policzek wszystko mecz.,2022-04-03 00:00:00,
16a6d361-bd8f-4a64-8e43-3e57b15ca4bd,a0ae6282-8552-45c0-9828-77085af77c32,In Progress,6431a2c9-806d-4d68-ac89-be8f8692183e,2066.35,Róg danie relacja republika rosnąć.,2006-04-06 00:00:00,
69ff7626-d0a5-4681-b6e1-d1e94443e736,5f885dda-c66c-407d-a8ea-6b90a4c0e8bf,In Progress,67b59386-6981-444b-a61d-b53c5d54e3f4,3907.4,Wrócić czuć majątek ciągle kolacja nazwa wodny.,2017-07-31 00:00:00,
580b2899-6a34-4b42-923c-6598b3171eeb,e3e9c0e5-996d-454a-88cd-71a137f8b7a7,Pending,69ae952f-b858-4c5d-afe6-b223586a5960,2989.61,Aktywny jasny powoli szukać.,2015-01-12 00:00:00,
53c47ae0-4e2a-4b93-b02c-5c3f63ebadeb,f2b2ec74-290a-4787-9e08-73d425ca9552,Canceled,2898403b-caac-4ca7-b6a8-1a1345a4bff0,2298.74,8 stać się umysł na przykład.,2013-08-26 00:00:00,
be5f626a-84e6-40b9-b7df-260f8600c845,71268907-044e-434e-a8a5-7f3b22dae7be,Pending,67b59386-6981-444b-a61d-b53c5d54e3f4,1593.59,Tamten mój postawić Chiny sytuacja.,2010-08-19 00:00:00,
94917284-6cf2-435e-ad04-2890f3664c87,bbf38ea7-5ed9-4e4f-9f2a-18d9c8d2400f,In Progress,440eaca0-b3f3-46ac-8617-9705d3ffa6d5,3957.47,Brzydki ściana zimno dziś.,2001-02-27 00:00:00,
c14e6d48-fb5d-4168-b664-4132f84b00af,44664b37-4eff-4a69-b9be-c32b6862878e,In Progress,8f9f76f1-cd5f-409c-b041-34bd85cb91c2,669.05,Słodki wina bar kurs przestrzeń struktura.,2017-07-31 00:00:00,
5f7e35bc-d89d-47f0-b0f3-af60149d6e8c,2366ff43-cca8-4fed-8bae-07dd4739f7a1,Canceled,3352a521-dd89-4bfe-a729-e91f70a257fb,3984.72,Czasem pełnić zupa barwa.,2016-11-19 00:00:00,
f1d24f3e-e340-4ec3-8f75-19c1ac6dd516,c086a895-16b9-4150-abfc-51b2ae6044d0,In Progress,67b59386-6981-444b-a61d-b53c5d54e3f4,2408.53,Bar jajko wspomnienie poznać rak potrawa wpływ przygotować.,2017-07-04 00:00:00,
577c970a-8706-4a2d-9960-08906cd0ca43,c2717c19-3795-480e-b8d2-e4deb8bffc62,Completed,2ad5dc01-1054-4d30-857b-d1271a4038bb,2242.0,Podróżować zacząć narząd minuta danie.,2023-05-18 00:00:00,2023-06-14 00:00:00
b1607895-fb69-46b5-9554-844c59d20ad4,4a19cb95-31f1-4de9-8abc-b37266287367,Canceled,ae50361a-dc87-49e9-9c88-36e26f638827,4030.76,60 wóz krzew nieszczęście środa opłata kościelny pracować.,2000-11-13 00:00:00,
1b69394c-df4c-4448-8595-1da650f4f470,40d3e82c-cd21-46d3-9569-ba6d0e1f58ff,Canceled,69ae952f-b858-4c5d-afe6-b223586a5960,3490.42,1 moralny Austria siedem wartość.,2006-03-17 00:00:00,
456de9e3-c4f4-4d39-b7d0-f5618a4da66a,e8592692-b60a-4725-bc23-3be7852d00ab,Completed,0cfa40e6-32c5-4cea-8266-2511091cf906,4762.16,Posiadać kamień wolno świnia chłopiec mięsień poniedziałek jednostka.,2012-08-10 00:00:00,2012-08-26 00:00:00
7d7906ef-2e93-4b30-a75b-0a31443b1b5d,98b2228e-cc78-4a4a-b492-a7ff7fffedb9,Pending,67b59386-6981-444b-a61d-b53c5d54e3f4,4928.51,Wygląd organ kurs budynek córka wnętrze twardy ludzki.,2014-04-09 00:00:00,
f4f52807-4785-43e3-801a-3e49de2b8fef,481e4864-92ea-4f19-9f35-8dc6e0fc1358,In Progress,6431a2c9-806d-4d68-ac89-be8f8692183e,256.96,Adres ozdoba powstanie dawno ser w postaci.,2019-03-13 00:00:00,
30a135f4-bad1-4aa6-83e8-40c1aa5628d8,ab9cfce4-599a-4573-8e85-a9208e2e4407,Completed,615ed94a-93d3-44d9-9830-058a8ceed9e4,4966.6,Posługiwać Się znów umieszczać płyta sądowy długość przestępstwo.,2009-07-07 00:00:00,2009-07-20 00:00:00
1c1d21a0-156f-426a-8d25-264e43069b22,01667a32-45db-4e1f-88e9-2bcc218e7272,Completed,bde341e7-9c08-43d2-8c12-224aa8b1fd22,301.43,Podłoga następny policzek całkiem albo dno igła.,2024-11-17 00:00:00,2024-12-06 00:00:00
f38dea9f-94a4-4289-8760-9a2a0f92fe10,c77381a2-7f29-4080-a7b7-fb13b8bdd98b,In Progress,a5e3186e-bb47-4e7c-9bc7-1e9641fa3f70,3314.46,Wada głupiec pomoc rodzinny zawód tak specjalista.,2021-04-22 00:00:00,
191f4d02-5fa4-4931-9ca8-4fac585be4c3,08c3b3e4-b24d-4192-a06c-33a5be8b40a8,Pending,2ad5dc01-1054-4d30-857b-d1271a4038bb,1735.16,Głównie potrzebny Austria komórka dzieło szwedzki.,2010-09-26 00:00:00,
264537ee-0d63-438c-823f-cd6c7c09253c,add17848-9560-4491-b9fb-1ca926c7787c,In Progress,ab2656c1-5158-4fdb-9859-c77546923082,4880.78,Kiedyś kino bez.,2023-08-15 00:00:00,
1827d660-bda4-4ed0-9ed9-fea89f766a04,64a2281e-a554-417f-b2f3-19ffd40b15de,Completed,efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,60.75,Podnieść kupić ono moc.,2003-07-05 00:00:00,2003-07-26 00:00:00
60920b3c-e9bc-457c-936d-fb9daeec7f23,1c21635f-7022-4cef-a6b1-89f23214b9e5,Pending,c572fec7-9501-44a7-9951-9dab61b0185b,4438.09,Śmiech biały kontynent oficjalny państwowy filmowy naprawdę.,2018-08-05 00:00:00,
55a7d474-b603-4bd0-97a1-2b0e2f36f563,6c4d4a91-5be4-4a59-98ee-c734137d27f0,Completed,3352a521-dd89-4bfe-a729-e91f70a257fb,3733.42,Spokój cichy zaburzenie naczynie uciec dziedzina.,2005-11-10 00:00:00,2005-11-29 00:00:00
b4c24525-6239-41f3-86e8-aef962474ed5,2bf29c60-6dfe-4577-a067-4b83beeb6e8d,Canceled,32ff8449-f41e-49fb-ab19-cc54c541e791,2066.65,Przeciw Żyd szybki ostry Szwecja piękny stosować.,2006-12-28 00:00:00,
eb9fcc7b-f0d4-4daf-be20-5ad313aad3fc,2abf284c-a5ed-4d37-a3d2-599d2782502f,Pending,6dac9a19-0c2a-405d-9f83-acccb1edfda2,3309.13,Polska połączyć umieścić umysł kult bilet cebula.,2007-05-09 00:00:00,
d055cd7f-f338-46fc-a368-33ec0801ba52,40d3e82c-cd21-46d3-9569-ba6d0e1f58ff,Completed,efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,4112.01,Wolny uderzać efekt słoneczny.,2014-04-19 00:00:00,2014-05-17 00:00:00
b92c45a0-d8d3-4e9d-bc53-e8e45b2932df,60effb94-fdff-4044-b387-82ec59e96e63,In Progress,97c8d2ca-99d5-405b-a309-16777d813d04,529.53,Czerwony smutek alkoholowy powiat słowo choroba kolej.,2010-08-14 00:00:00,
34ef3c65-a5ac-4580-bb50-f214ff47038d,281a0fe6-2465-4623-afe2-a4701849b847,Pending,d64ff1a8-0ef8-4895-9a08-2ffb1290bfb4,2305.72,Grecki Jan wyrażenie tylko próbować wszystek.,2024-05-13 00:00:00,
118c7062-9575-4955-b470-4456a71bdab6,2366ff43-cca8-4fed-8bae-07dd4739f7a1,Completed,97c8d2ca-99d5-405b-a309-16777d813d04,1101.06,Nóż projekt smutny wszystkie.,2008-06-11 00:00:00,2008-06-23 00:00:00
2420f3ed-214e-414e-826f-2448ba6fcb66,95562643-6bd1-4b5f-a336-543fe0256d82,Canceled,bde341e7-9c08-43d2-8c12-224aa8b1fd22,4878.44,Uderzać śniadanie cecha nosić film bajka.,2015-04-21 00:00:00,
b60c4bb5-bec7-4888-8ecc-4196e3b0b48f,01667a32-45db-4e1f-88e9-2bcc218e7272,Completed,0ce9ecb1-655e-41db-937d-8444c6d67d6a,501.67,Siedem pokryć diabeł cecha ani zakończenie.,2005-08-06 00:00:00,2005-08-28 00:00:00
7ebb2695-6845-4ab1-9dee-ed1b0f1af85f,ede537eb-91e6-475d-9d5a-7b3773d2a275,In Progress,440eaca0-b3f3-46ac-8617-9705d3ffa6d5,4216.77,Swój Polska chleb otwierać miejsce łąka.,2007-12-30 00:00:00,
ddb1ad06-6f64-40ec-bcc4-f35be7c52f12,64649ade-0e9d-4abd-8d4b-71c6b4f1d235,Canceled,bde341e7-9c08-43d2-8c12-224aa8b1fd22,1948.39,Wydawać transport czysty rzucać.,2015-08-25 00:00:00,
dc7f05ac-35cb-4ace-bb61-3fb503949d55,bbf38ea7-5ed9-4e4f-9f2a-18d9c8d2400f,Pending,ad919849-15f6-4d3f-91da-e202d2346127,3600.46,Który znany pomarańcza okropny mocny połączyć krzesło.,2005-09-25 00:00:00,
ef4806ee-f540-492f-a14e-2dc43283de89,31868617-d22d-41a0-9c0b-c324ef323bd6,In Progress,69ae952f-b858-4c5d-afe6-b223586a5960,885.8,Pijany prywatny metal księga charakterystyczny strefa.,2024-03-27 00:00:00,
c1a627a7-8277-4c90-ae7b-7d278ad53f36,f0a1dcc3-281c-4999-a1e4-20087e324a31,Completed,32ff8449-f41e-49fb-ab19-cc54c541e791,3488.1,Przyjechać władca grunt naród.,2012-09-06 00:00:00,2012-10-05 00:00:00
316bbbf4-fe05-447b-bff9-cd6ec9e712e3,64649ade-0e9d-4abd-8d4b-71c6b4f1d235,Canceled,430b4968-99ee-4240-8f58-9650903e51de,2672.83,R. ta co chodzić.,2008-01-06 00:00:00,
7c4e5f5e-73da-4dde-871c-470d60ac8f2a,01906035-3fb3-4155-8682-c463151dfbea,In Progress,4f1adab5-99a1-42c1-9672-23d90719ab22,2592.23,Zabawa wybrać herb jednak chęć dyskusja egzamin.,2016-08-01 00:00:00,
839038aa-de07-4226-b5e2-b52b9c7f9995,9e24eb6c-0bbd-4a0b-b36f-b44d9b0a7966,Pending,361bc1df-bbbb-4afc-9452-e167f52f5d71,1074.96,Pożar krzesło szkoda cienki zapalenie zbierać wniosek.,2023-12-27 00:00:00,
5616c497-993c-468a-bb73-aaa6d2bbb2c4,84ae992a-2308-4f5a-9728-6af31474da4e,Pending,fa7fdf90-c136-44ee-9e40-cd21fbf7e66b,3660.83,Mieszkanie rodzic okrągły system odzież.,2007-04-19 00:00:00,
7417b6e2-e50b-4bb8-ac32-d8d86dd9815e,4585f3d6-0506-4bdd-a4e3-53af8c084165,Pending,430b4968-99ee-4240-8f58-9650903e51de,83.69,Wróg bać się warstwa bydło przyjmować plaża.,2001-04-09 00:00:00,
5c6cf316-9162-492c-835d-b309fe9caedc,5686dce3-b934-42ef-aaf3-44821ecb2479,Canceled,361bc1df-bbbb-4afc-9452-e167f52f5d71,1651.44,Włos wygrać amharski siódmy.,2020-12-03 00:00:00,
f8306661-94f8-44ef-b943-80bb00b66cba,71268907-044e-434e-a8a5-7f3b22dae7be,In Progress,fa7fdf90-c136-44ee-9e40-cd21fbf7e66b,4877.89,Babcia gatunek szkło reguła.,2014-10-09 00:00:00,
fa6b30dc-9d4d-41df-9b87-9ea5e5a8b92f,ac8fa21f-9d99-4eca-b365-f6988f629b90,In Progress,34bc9962-1e02-4ea5-956c-897f2dde53e6,2006.33,Zwyczaj ważny tajemnica palić wiatr zarówno umożliwiać.,2010-11-27 00:00:00,
a173d729-c46f-4ac9-8f8a-52de28202cd4,481e4864-92ea-4f19-9f35-8dc6e0fc1358,Pending,615ed94a-93d3-44d9-9830-058a8ceed9e4,3550.17,Przeciw róg rok.,2004-09-15 00:00:00,
26f9330f-f2d4-4411-9dce-cf95c7a0b107,d7fb10ea-6fe2-4a70-b84c-7c8ea350be60,Completed,f5c0fdec-9cb7-4829-8bce-5874213611bc,558.58,Wzgórze używać włoski Afryka.,2006-08-03 00:00:00,2006-08-04 00:00:00
70591749-28ad-4e97-9c2b-92481df59cfb,add17848-9560-4491-b9fb-1ca926c7787c,Completed,440eaca0-b3f3-46ac-8617-9705d3ffa6d5,281.3,Nie żyć współczesny stopa gniew ciemny.,2018-12-06 00:00:00,2018-12-12 00:00:00
315c38ae-c8c7-450c-b749-7eb9ff75f91f,01667a32-45db-4e1f-88e9-2bcc218e7272,Pending,fcc6846d-d52e-4af1-a9fa-8575f1ea6c10,1801.63,Zawsze rynek szkło gwiazdozbiór ubogi kieszeń.,2013-01-24 00:00:00,
bf4e0896-5778-4dff-abe6-4948981a758e,c2b1a504-7cb1-44c8-8bed-b9ed75b05f1d,Completed,3352a521-dd89-4bfe-a729-e91f70a257fb,2988.97,Szeroki gatunek twarz stać zima temperatura.,2008-02-01 00:00:00,2008-02-20 00:00:00
30099d8c-d451-4ac4-b4d2-6c20c5587f1b,64a2281e-a554-417f-b2f3-19ffd40b15de,In Progress,615ed94a-93d3-44d9-9830-058a8ceed9e4,3645.77,Drzewo robotnik wieża stopień biedny urząd budować.,2011-08-02 00:00:00,
523d7d51-ea8e-48e2-a084-eba9b530a1bc,01ad7484-d4e7-4eba-8e69-a7c77a7da2f7,Pending,efe4c002-b0f6-4b8a-bc8a-1c08bfe1725e,1683.93,Siła zająć obecny.,2024-06-05 00:00:00,
# new data 

id,product_id,status,employee_id,company_cost,description,processing_started,processing_finished
e911f1d6-d7d5-4236-9c41-468199323cf6,8b95cfa5-6a7e-41c0-884c-e32df7310f63,Completed,615ed94a-93d3-44d9-9830-058a8ceed9e4,1968.85,Podstawowy znajdować się zgodnie relacja wobec.,2023-04-21 00:00:00,2023-05-13 00:00:00
44f89eec-201b-4072-b71d-b04980b3fbf8,9d945e8a-c0f3-4eb0-af2b-dc9e0bd028b1,Completed,34bc9962-1e02-4ea5-956c-897f2dde53e6,1843.17,R. zatrzymać dokonać wniosek dziura.,2024-08-09 00:00:00,2024-09-01 00:00:00
37315687-a543-4344-8e7c-6b3503e5e2d0,7121121c-75ec-4835-9273-6d812ce246ae,In Progress,f5c0fdec-9cb7-4829-8bce-5874213611bc,4463.42,Pojazd fałszywy czasownik powszechny głupi.,2023-02-23 00:00:00,
f4a5ffd5-a74f-4187-a379-e75cf32a5e62,aea2d8ff-b2ca-48dc-a8cb-c787bcc423c3,Canceled,f48b9c17-e9b0-4f99-ba5a-8e822ff5da70,1048.02,Główny świnia miękki Afganistan chiński.,2023-10-15 00:00:00,
55005c90-abde-446a-b266-31ed591660fe,7696e1e9-f544-419b-b0a2-239bf538fe8d,In Progress,69ae952f-b858-4c5d-afe6-b223586a5960,2976.27,Urodzić Się Wielka Brytania delikatny chronić.,2024-10-29 00:00:00,
50f7e288-efce-4a2c-b92f-6fb589aa19c4,7382ffe0-4a80-4cdd-8799-b9bf7a99d3c9,In Progress,1cff9e8a-63e9-4f87-81ea-cc74dc50605d,4061.93,Padać i św. przykład strach tył dobro.,2023-02-03 00:00:00,
4e72af1c-c960-4fa7-8dd9-955d47006eb8,7654fef6-bd8e-49b1-b0b3-d9acc193cf3c,In Progress,430b4968-99ee-4240-8f58-9650903e51de,2348.62,Matka z masa.,2024-03-09 00:00:00,
