id,name,issue_year,main_building_material
c77ffc28-91a4-47ce-bcf2-e4dcf00bde50,Table,2003,Fiber
af3cbb81-7191-4a17-9803-f1c619d53745,Gently used mouse,2005,Plastic ABS
72f625ab-3c5e-4fa7-946c-d0c00daacd71,Ball,2014,Plastic ABS
0bb591bf-1446-42c6-a32c-de956e0dbb9a,Salad,2018,Glass
5bf82a47-7ac5-43b9-bee3-c836bed6f4cd,Concrete fish,2006,Glass
6dc14af8-d1f5-4825-95f3-e03782b52580,Used cotton computer,2000,Plastic PBT
cf112b89-544b-43b3-a6f5-cb548424c28d,Intelligent metal sausages,2002,Aluminum
d6d0b487-3698-446a-971e-839a2a465a46,New metal soap,2005,Glass Fiber
8fa6bef5-56b7-4b6a-977f-d21c3998e8bf,Refined keyboard,2017,Glass Fiber
f23868d3-43f0-4253-b342-f8b354d1e979,Sleek ball,2020,Metal
568ab9ef-7ad5-44f3-ae6a-24a547e987bb,For repair concrete chair,2015,Steel
6b777d1a-94f7-4778-9868-38ae289fe124,Rustic steel bacon,2019,Plastic ABS
1a777426-3c37-4aa7-b12c-e0426d4aed92,Used granite fish,2002,Glass
f45bf7bc-d582-4d58-809f-cea4a957c281,Gorgeous rubber keyboard,2021,Glass
8da77792-d387-4587-979a-5217cc3ccdcc,Ball,2016,Plastic ABS
c759db1b-dd5a-4e87-9493-f45231e34dd2,Tasty ball,2002,Aluminum
2fe653f8-04d4-4368-b5f1-1979a8185628,Plastic cheese,2014,Glass Fiber
cd07eb29-c329-49a7-ad8a-ee66590b037b,Handmade keyboard,2022,Wood
227325e2-6386-4c8b-8866-728c94a1327c,Generic chips,2000,Aluminum
ad27f0ff-c964-4fa7-a163-6eac379a562a,Used fish,2020,Wood
3321688b-007b-42c2-8888-6440eceb75ca,Tuna,2021,Fiber
17d516a8-9312-4ce1-b659-4fb07fbb55e0,Handmade chips,2020,Wood
94b86faf-6c96-4160-9270-e0058c45ca19,Bike,2014,Plastic ABS
30c480a2-168e-485a-928c-4238f2f8f7cd,New chicken,2017,Metal
12d07570-dde9-4d11-89fb-eab5037a2f75,Rubber keyboard,2004,Plastic PBT
9904eaa2-ebb1-4948-bf27-777506516fa1,Bacon,2009,Glass
f2d8870d-2a8f-446b-9d74-42e9b7a151e6,Rubber mouse,2006,Glass
477e591e-64c0-47ea-befa-88d55eca6e05,Granite tuna,2013,Plastic POM
c485cf3c-d667-449b-be3a-8f2da6b5846a,Small cheese,2000,Plastic PBT
c97ef18d-53b5-45f5-88d9-2ec30b415dad,Cotton salad,2001,Steel
762903c6-91cc-4c9e-9e37-7f202a3ccb2c,For repair chips,2002,Plastic POM
61f681bd-83a0-41a5-b9c4-3f566233e6d6,For repair chips,2015,Glass Fiber
c762c49e-6d24-4911-a2a4-ccc8ddc63aa5,Shoes,2007,Plastic ABS
f98be69b-a603-4e8a-bd2e-26b66a3e3f55,Granite pants,2021,Glass
03894dfd-8da2-4e56-b420-98954c14e1c7,Frozen ball,2013,Wood
535e9178-84f1-4acc-b137-a90fcdc27f10,Soap,2014,Steel
8a44a0e4-3f65-41ef-ad06-383107f67aa1,New chair,2015,Plastic PBT
95471010-7a15-459b-8cc5-bf971360a23a,Hat,2007,Glass Fiber
febbc1e3-ad87-4b2b-bb7e-bd451a2a5cea,Hat,2011,Glass Fiber
0344f785-feb7-473b-8bc6-e423dc685e09,Fantastic shoes,2008,Fiber
b9403d17-e03d-425e-9851-f5934b463ae2,Granite car,2006,Metal
6196a9ca-7b2e-4780-8bbb-8483c7047d69,Computer,2010,Steel
333bde9f-5170-4f7d-a975-2d495bdfd175,Rustic concrete cheese,2022,Wood
f1c61b59-8440-442f-b7ae-f04874449a65,Wooden gloves,2018,Glass
5d006ee6-6ba2-4d8c-8dbf-89b398148eb3,Metal keyboard,2015,Glass Fiber
00af508f-8257-4d7f-8bb9-a5e858f12447,Gorgeous shoes,2022,Steel
ff5b0ffb-4b01-43d0-be2c-ee855db64791,Gorgeous plastic table,2009,Fiber
3a134fd2-e5c6-4f2d-9c21-bf8138cd1993,Awesome cotton salad,2005,Wood
4afc83fb-566e-4605-a847-86843be2cf5a,Refined fish,2012,Fiber
fff2fa39-3317-461c-8afb-0b467943d3ad,Salad,2018,Steel
b3ec1de0-3c5d-4390-8014-7f7cbadc7e05,Cotton bike,2020,Wood
fdc002c7-f62a-422d-aff3-feab342048b0,Sleek frozen keyboard,2011,Glass
56190b07-7b68-453c-b47d-436e939bd2c4,Sleek towels,2002,Plastic ABS
d2beac60-bfdb-4d63-be07-4d85da6f92bf,Licensed concrete gloves,2015,Steel
d26307cd-600a-4ee0-b783-ca2b04978a52,Tasty metal bacon,2017,Steel
394e9906-d470-4a56-bb11-5424537159b0,Chair,2017,Glass Fiber
e2b11400-9eab-4884-9d74-7bb23d66b8f9,Fresh salad,2016,Glass
f4e49995-8c61-42bc-8d9f-7ef446830a76,Awesome wooden hat,2018,Plastic PBT
3cec0f5e-9dd4-443d-ad0c-eea2664fa301,Granite cheese,2017,Aluminum
f5d27dbd-8305-47f4-b150-82e474b8f8a4,Fresh soap,2001,Glass Fiber
2377c5fe-e934-43e8-949c-a0a356125079,Concrete sausages,2012,Plastic ABS
ab0d323e-1846-4f48-ba33-fe66c3aa2bd8,Wooden chicken,2013,Fiber
57902087-947f-4161-8ca4-f7a22e9719cd,Licensed cotton gloves,2020,Glass Fiber
79f5044c-8043-4d95-80cc-37dfbda2764a,Awesome pants,2005,Wood
442b44fc-c66e-47d6-a1f1-fc350ed4303b,Generic towels,2007,Metal
bdb86b65-56df-4293-92d2-96f5b6f46e79,Rustic shoes,2009,Wood
9e79c608-1e75-4cc8-92da-55979c373a17,New fresh mouse,2017,Plastic PBT
81bf28e9-7456-478f-a25d-e02bf70caa9e,New fish,2014,Glass Fiber
b3461534-e469-4607-9b7e-efece64d6e30,Gorgeous soft shoes,2009,Aluminum
930b36df-f926-4ca2-b8c0-cd0d03fedc4c,Sleek concrete pants,2016,Aluminum
69dd4c66-ff80-4195-b4d2-4d5bad437e27,Handcrafted soft pizza,2016,Metal
7767fc6e-eb27-4b1a-aa59-7b541b281843,Licensed rubber bacon,2002,Steel
caa418be-d2d7-4168-9cc5-e0388eed4202,Tasty concrete towels,2011,Wood
65548643-d7a5-4bf9-b96c-3f478a0dccab,Intelligent steel car,2016,Plastic POM
6a430452-7e44-4ebd-9cba-ec317e7c0511,Practical shirt,2000,Plastic ABS
2ba328b9-a2e9-4e5d-93c8-6abccfca782a,Shoes,2002,Metal
807ea799-1607-412f-a72d-e6a150a6f6c9,Concrete sausages,2014,Aluminum
0a69600a-5322-48df-8f12-f5969a195769,Handmade chicken,2012,Plastic POM
70a86398-5cad-4816-9fd6-f9302bcc848b,Granite pants,2003,Wood
a8f4680e-ec47-4090-b32e-333b9b02725d,Small granite hat,2005,Glass Fiber
9c90a9f7-b6b1-44a6-a766-6697a157d6ee,Used soft soap,2007,Plastic POM
e102ff4b-98d9-499b-82ef-4d044cef34be,Rustic granite cheese,2000,Aluminum
a5ef9def-abe3-48ce-a0bb-f0f7388c215a,Computer,2022,Aluminum
5423a7a3-e340-4e95-9f87-6dab1ea74342,Computer,2002,Glass Fiber
85e80b7e-1693-4479-ac37-51b8a6c0c0e7,New shirt,2019,Plastic POM
f59184c6-b580-4d57-be74-8f8d3ece5d45,Plastic ball,2014,Glass
391bb00c-da0e-4020-a606-091048b221a6,Granite tuna,2006,Steel
3ac17808-cf2f-4eaa-9363-80ad5c5c4d2f,Concrete chips,2010,Plastic POM
6a4a79c4-ee01-48ba-9064-7fa39d0ee035,New plastic sausages,2009,Plastic POM
e1b53198-d1bc-4fde-945c-30e657a506e1,Ergonomic ball,2006,Plastic PBT
7d5efdf1-4db1-455e-bb7e-bf755651c3ef,Gorgeous concrete fish,2016,Glass Fiber
d3be2d20-158d-4171-a1eb-be156d3c87e4,Awesome towels,2012,Glass
746c923c-28e0-41e6-855d-6932d9231b9e,Keyboard,2012,Plastic ABS
d8d5f091-433d-49a0-9ad8-14a6f11ec550,Soft hat,2009,Aluminum
06eea32d-6af2-4e88-80dc-f350d50ed895,Ball,2013,Plastic PBT
601ea0a4-00f7-43e6-9722-ca778420bd9d,Gorgeous granite chips,2017,Wood
e95b4641-a275-4daa-abf9-7424b726a777,Gently used tuna,2014,Glass Fiber
c28b9ad4-c2fc-4cdc-b5cd-12648f72c952,Tuna,2011,Wood
d54986a5-18da-41d2-a826-e5bd7c2a4c7b,Table,2009,Aluminum
7caaf2d4-d076-4ea0-9cdc-72c42f1c03a0,Generic towels,2005,Plastic ABS
2351a32a-b3dc-4728-a44c-1a13d541c244,Generic salad,2009,Steel
a9da810e-657a-4133-b93b-c18f8fe68510,Plastic tuna,2020,Plastic POM
34300153-587c-4b1c-8345-15500db21200,Concrete computer,2022,Fiber
4028e078-6f38-466e-b33e-49be8ad61a3e,Cotton shirt,2003,Fiber
f14a65e7-598a-41a9-8909-31126e65566a,Unbranded wooden chips,2001,Aluminum
1bbc916d-b031-4dcf-b10a-c3f32a1bba49,Unbranded steel table,2017,Metal
9dfeea17-55e3-4ef3-af68-582ea039f895,Rustic bacon,2004,Glass
ac8af221-cec0-49a0-bc17-8d400a48299e,Cheese,2003,Metal
89524261-5fa3-4db2-bdc0-6f43d3b36713,Metal ball,2016,Glass
2a7717a0-45ec-47de-b25e-44d9b185fe2b,Plastic pizza,2012,Metal
238fa988-1686-485e-b76d-57d68fabd29f,Concrete mouse,2014,Glass Fiber
7836ae5f-7654-4cc1-845f-b2dce8eeb94a,Handcrafted frozen tuna,2014,Wood
55ceb31f-020d-494a-844a-3fde369a3bdd,Fantastic soft chicken,2014,Wood
ba43236a-0278-4775-9908-71ea99d2c36e,Gorgeous fresh soap,2018,Plastic POM
ab68f7cd-bdbd-4954-b949-4803a48b01cb,Soft shoes,2010,Wood
9cd172c0-8583-4ba5-9761-9571baeee702,Salad,2011,Plastic POM
23803ea1-7b80-42c2-87f5-47d258b98bae,Granite fish,2016,Metal
331ecfea-0872-44eb-84d0-3420a10afeff,Metal towels,2016,Glass
b56aacdb-a0b9-4cb2-a421-f914f0e6511d,Tasty car,2009,Plastic POM
572250ce-5848-4d7b-9207-e6185c9f7183,New rubber sausages,2018,Metal
7c994e63-153f-4433-82f0-2e98d1826aaa,Unbranded steel hat,2012,Metal
0a13a0ac-4471-4bb7-8708-ab9dc2f27001,Generic computer,2000,Glass
ec5066e5-e60c-4f11-9e39-5c24a7243c39,Intelligent frozen tuna,2011,Glass Fiber
c6ee5487-02db-4b62-be4d-2b705a56c473,Granite bike,2010,Fiber
ab03f9ec-4e5e-4a21-b02b-a96c1a5d51aa,Handmade fish,2014,Metal
84f582aa-0897-486c-b0d6-b7f351a85796,Soft salad,2008,Plastic POM
1e79cc6c-3568-47d2-b0fe-9c41a0576f5c,Practical plastic chair,2013,Plastic PBT
25ce7f5a-fa9f-48d2-99ec-b8a3f13f3834,Practical fish,2012,Glass Fiber
84217eb1-69f5-4af2-82fc-4d0e649f65b0,Practical fresh table,2009,Aluminum
7db54287-4a54-47d5-a8db-821be93799b7,Rubber mouse,2018,Plastic POM
02104134-809d-4432-b509-dac5e7f1d30d,Intelligent soap,2017,Steel
4effcafd-be28-405d-bebc-c08e3867b99b,Rustic shoes,2006,Fiber
8ac0a7b8-c6ee-4e2c-8d2b-c98a46b4ab91,Intelligent metal fish,2008,Plastic PBT
d316391f-375d-4d49-854b-9b6aaf147ffc,Handmade concrete shirt,2015,Steel
2d7fb751-01c3-4ec2-8706-89a5ecffe52c,Ball,2018,Plastic POM
e52f238d-0ca1-494d-af44-5149df10e0f4,Intelligent chair,2019,Plastic ABS
7590647f-3dc2-4100-960c-4acf5da5407d,Steel fish,2001,Fiber
dedbd683-512e-4bbe-997a-4ede67939b4e,Ergonomic hat,2021,Metal
6300bdd0-8258-4c44-adfe-4277601d6ca2,Awesome frozen cheese,2022,Metal
73e8db38-3376-405c-bb20-d131f598c946,Mouse,2020,Glass
dc59e233-3d75-446e-9513-517215ff1837,Unbranded ball,2007,Plastic ABS
ec4a67a9-d1a1-4436-a9fd-e533332104cd,Tasty towels,2020,Wood
6035547f-2cfb-4727-acbb-02b081a059dc,Hat,2019,Fiber
0c91b15e-e1dc-4fe0-9268-1c122f076248,Pants,2019,Glass
f4f617bc-d147-4891-8152-32fa752fde84,Fantastic keyboard,2021,Plastic POM
4713495c-c1a7-4597-8c8f-233f41d09852,Awesome chips,2008,Plastic ABS
59ec0378-812b-4bd8-b6ae-c6841f2b0320,Gorgeous keyboard,2014,Glass Fiber
f7371c8d-d41b-4d84-99ce-5793f1cf9687,Practical car,2012,Aluminum
ccee36ea-7123-431d-a75a-7e6f6925f7e8,Handmade tuna,2021,Glass
7213dd87-33f2-43df-be82-839e7fa02adb,Rustic steel soap,2011,Steel
de1f7eca-b168-469b-9cb3-e619a3af0b31,Fantastic pizza,2001,Fiber
d49a4bde-c7ca-4044-b55d-a452e567d980,Sleek pizza,2019,Glass Fiber
577c41eb-2e76-44ad-be39-128bda173b20,Practical car,2016,Glass Fiber
baad2fe3-b92a-48dd-acac-a8091b923eb0,Incredible fresh gloves,2020,Plastic POM
aada91fa-2b12-4e33-b292-5da0aa846f38,Refined fresh pants,2001,Plastic PBT
8b9e1c08-6dd3-42c7-a7ab-440d97d52613,Bike,2021,Aluminum
f59dcd94-9196-43e3-9f41-2ccc29265468,Used sausages,2017,Glass Fiber
288af2d3-8073-4f67-b357-49bd08182868,Tasty cotton chips,2010,Fiber
ab4304ef-e775-441f-b6e7-15619fc1efd7,Rubber fish,2008,Plastic POM
a20e4c28-f7a7-4f30-86f3-b85fd627e1e6,Fantastic tuna,2002,Plastic PBT
f45ee3be-19ed-40b9-ad7f-d4fa91df4e94,Hat,2001,Plastic PBT
c697fb3a-de3c-4960-9066-4396b5d25c19,Shoes,2003,Steel
33349ed6-51e9-4f90-9f05-2e3db2a03370,Keyboard,2000,Plastic POM
81b50143-b5b0-4bac-9c75-cd05bf0587e9,Soft hat,2002,Plastic ABS
3d90de53-6c9b-4119-a315-5d96b7c88c31,Used bacon,2022,Wood
b30b1839-980a-4925-af71-a8ffba6603be,For repair car,2004,Plastic POM
133e41f7-fedd-46c5-82b1-282a67e1c6d4,Soft bike,2007,Glass
300038f3-9653-4474-8367-201439b99bfe,Gorgeous computer,2016,Plastic POM
41b7459c-9f72-4f32-879d-357eac02e10a,Handmade chicken,2021,Steel
8e8c0694-a19c-4154-ab94-99207064c3d5,Chips,2016,Plastic POM
5832902b-7298-4ea7-b452-0feb981ef7d2,Handmade frozen soap,2001,Aluminum
f7ef72e4-c34c-4500-94a7-632820dd3d56,Concrete soap,2019,Metal
07aa2844-04d3-48c0-bac9-5bca5781a23e,Frozen keyboard,2018,Fiber
e1d57a53-fa3b-41b1-a7e5-78433a608358,Licensed plastic chips,2018,Plastic PBT
81e03c4a-4889-4fe1-a3c8-5fffe8043961,New chips,2006,Glass
68386bd7-7269-466c-99ee-81af96d2df41,Awesome plastic keyboard,2006,Steel
9d2da06c-78d7-4aaf-a0bf-0c61b129fb28,Keyboard,2001,Wood
6fae09ad-be78-4218-9799-ccf27cb9a332,Soft sausages,2003,Plastic ABS
4428ea76-7821-45e9-ae47-e921504190ba,Concrete bacon,2008,Wood
c37922c4-3b21-4df4-a2d7-b35778822d9d,Shoes,2010,Steel
d2ca2922-4cd9-4644-a990-32406652b1c4,Rustic frozen keyboard,2007,Steel
6ab05145-ccd0-4da3-9001-6dd674909813,Used fish,2018,Plastic ABS
174ca6fe-e7c2-4d74-bb21-282b6946dc31,Gorgeous pizza,2000,Steel
62eeaa8e-2abb-47ab-af1c-99c72a7e42e2,Handmade frozen ball,2022,Plastic PBT
50620462-d418-4abb-85e8-1f0449df25c7,Pizza,2017,Metal
7150e08d-d9bc-482b-810e-c5d54826543f,Rubber computer,2011,Plastic PBT
61576798-83e7-4604-a6b7-f0d8c694fc0b,Ergonomic chicken,2007,Plastic PBT
5478d611-6615-4fc4-8963-8a6620fb3ad0,Rustic towels,2012,Plastic POM
5a92e956-f879-4dc9-844f-75cfeb1ca9bd,Soap,2001,Plastic POM
ffbcd793-68f2-4254-9619-b839e9683498,Granite keyboard,2005,Aluminum
23e37790-7392-4c7d-9e9b-c04c68936cea,Bacon,2016,Metal
8a9efbea-5031-4cdf-9194-f7c7aede410f,Ergonomic tuna,2007,Plastic ABS
0a948f06-deee-4f01-baa8-f75618c26946,Tasty frozen shoes,2004,Glass Fiber
9d6a5ee4-4820-4f54-ba09-858fb6b92b7c,Used granite chair,2003,Glass Fiber
befff539-d7b5-458f-ae42-c02106ed38bd,For repair gloves,2012,Wood
062aaeb9-a16c-4fe2-907f-bcfd378e805f,Licensed keyboard,2004,Fiber
5583a26e-85ab-4289-a660-71ff53f371c3,Bacon,2007,Glass
fcd1717f-dec6-4ffe-a1de-ca05fe853f33,Steel bike,2013,Plastic PBT
4ed5ac31-7020-4d7d-ba26-124c896e0ec0,Ball,2018,Steel
b5689857-19b3-4d82-a520-aba1601dc93a,Metal shoes,2002,Glass Fiber
6877448c-4bdb-4e03-8287-5559f61e3309,Steel pants,2013,Glass Fiber
a3c32ae5-2926-4b81-bfaf-fcd8063b3c25,Chicken,2021,Glass Fiber
f4c96041-8376-42a7-b02d-a9c8eab79c28,Gently used chair,2001,Metal
5a5e02f9-c255-4915-a8a1-d973e6f36935,Mouse,2021,Plastic PBT
f3b7d4b2-1b2c-492c-8f4f-b072399784d2,Chips,2003,Glass Fiber
157f8620-84db-4e27-9abb-dbb32c38a4ac,Fresh mouse,2012,Wood
7e35ddba-6658-48ea-9113-ac7499aa7ebd,Tasty cheese,2009,Steel
255c3d34-019e-420e-ba95-679f16787401,Fresh fish,2002,Plastic PBT
c950f824-fe4f-47ab-89cb-dbb012f8d03d,Used hat,2011,Fiber
9c1765c4-1fae-4f29-ae9a-06190c03da0a,Tasty tuna,2009,Wood
da595bc6-2ec1-4be7-aa2e-c4a138f10d6e,Table,2020,Glass Fiber
c52b1afd-a2c2-477f-966c-e157fb18bd0c,Shoes,2017,Fiber
13cd4917-cb39-43c2-be39-f3a25f64156d,Car,2015,Plastic ABS
a125edc6-553a-4f7b-8446-fbf40ef1c325,Generic plastic hat,2019,Steel
bdf1d3f2-65bd-42ad-a3b2-d89132ea4993,Awesome table,2018,Plastic ABS
70952d7d-ec22-435e-ac03-1d67a17b8748,Bike,2004,Glass
9bb06095-4941-48d6-8f1f-1b46243f9c56,Chicken,2011,Steel
a86ea3a9-85eb-4237-92d2-90bb861558c3,Keyboard,2013,Steel
50092637-5837-4cef-b2a6-807667815856,Tasty chair,2002,Wood
753ba0a9-7786-4dcf-89bb-e88177c9f9cb,Computer,2021,Plastic POM
7b1137a5-2d3f-479c-93a6-4a93f125d949,Rubber mouse,2017,Glass
2d6cf2ac-3bca-43d5-b040-6b25d95d59bf,Tuna,2020,Fiber
1a172511-7a8d-4087-ad4b-bd0139532995,Used steel mouse,2017,Aluminum
a781764d-071c-4b00-b19b-3c94bdab06f8,Rubber cheese,2012,Wood
b6b362a0-fc3f-4231-bf7b-f69b5f1b8e5a,Soft bacon,2021,Metal
3761ea88-b338-433f-b8d8-049a52d8c841,Towels,2006,Glass
ad716cbf-52de-4524-927a-bbb574ebb474,Sleek rubber pizza,2021,Wood
90de4f8a-f68d-40f4-8c15-513758de5e08,Gorgeous soft pants,2021,Wood
d1eba0f1-027e-409c-afb8-2e49641c624d,Frozen sausages,2012,Fiber
29837449-b54c-4b56-91c6-83ed7f814913,Wooden mouse,2004,Plastic POM
187b75a5-6a54-4b96-ab60-ae713b94bc93,Incredible sausages,2012,Wood
3550d222-d36a-4dc0-8ed5-74d5e5bc9d32,Used rubber fish,2018,Fiber
6f4397ed-fdf6-4d24-9d02-e74e3f351c95,Gently used soap,2021,Plastic POM
b27a6dfe-ab71-41ac-9d00-376e20fe23c3,Cheese,2004,Steel
f3b7a913-fb64-4825-ac02-8e5ee092494b,Granite shirt,2008,Fiber
979c30aa-a8f1-4346-986e-bfe95062c0e9,Fantastic plastic gloves,2003,Fiber
97460144-261c-4686-8a34-371e9286b295,Licensed chair,2004,Aluminum
1a5f71b6-0fed-447d-981f-11a4fb565e6a,Chicken,2011,Steel
d120adfb-04bf-479b-ae04-083aff987878,Ball,2016,Plastic ABS
97e00361-40fc-4b43-97a9-19f31301c987,Practical car,2000,Metal
